Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1,Model,SNR,Exp_ID,Setup
Layer 22,22,0.4165,0.0067,0.4004,MERT,clean,6,8-Class (All Emotions)
Layer 23,23,0.4207,0.0057,0.4047,MERT,clean,6,8-Class (All Emotions)
Layer 24,24,0.4277,0.0024,0.4086,MERT,clean,6,8-Class (All Emotions)
CNN,0,0.4149,0.0026,0.3514,MERT,0,6,8-Class (All Emotions)
Layer 1,1,0.4006,0.0049,0.3592,MERT,0,6,8-Class (All Emotions)
Layer 2,2,0.3909,0.0033,0.3612,MERT,0,6,8-Class (All Emotions)
Layer 3,3,0.39,0.008,0.3666,MERT,0,6,8-Class (All Emotions)
Layer 4,4,0.3898,0.0055,0.3694,MERT,0,6,8-Class (All Emotions)
Layer 5,5,0.3867,0.0032,0.3678,MERT,0,6,8-Class (All Emotions)
Layer 6,6,0.388,0.0081,0.3701,MERT,0,6,8-Class (All Emotions)
Layer 7,7,0.3908,0.0027,0.3734,MERT,0,6,8-Class (All Emotions)
Layer 8,8,0.3904,0.0091,0.3733,MERT,0,6,8-Class (All Emotions)
Layer 9,9,0.3957,0.002,0.3768,MERT,0,6,8-Class (All Emotions)
Layer 10,10,0.3988,0.0055,0.3798,MERT,0,6,8-Class (All Emotions)
Layer 11,11,0.3922,0.0065,0.3733,MERT,0,6,8-Class (All Emotions)
Layer 12,12,0.3862,0.0086,0.369,MERT,0,6,8-Class (All Emotions)
Layer 13,13,0.3885,0.0042,0.3709,MERT,0,6,8-Class (All Emotions)
Layer 14,14,0.3874,0.0059,0.3694,MERT,0,6,8-Class (All Emotions)
Layer 15,15,0.383,0.0041,0.3655,MERT,0,6,8-Class (All Emotions)
Layer 16,16,0.3803,0.0064,0.3642,MERT,0,6,8-Class (All Emotions)
Layer 17,17,0.3826,0.0024,0.3666,MERT,0,6,8-Class (All Emotions)
Layer 18,18,0.3836,0.0042,0.3676,MERT,0,6,8-Class (All Emotions)
Layer 19,19,0.3797,0.0043,0.3639,MERT,0,6,8-Class (All Emotions)
Layer 20,20,0.3833,0.0087,0.3675,MERT,0,6,8-Class (All Emotions)
Layer 21,21,0.3801,0.0058,0.3633,MERT,0,6,8-Class (All Emotions)
Layer 22,22,0.383,0.0036,0.3651,MERT,0,6,8-Class (All Emotions)
Layer 23,23,0.3774,0.0053,0.3613,MERT,0,6,8-Class (All Emotions)
Layer 24,24,0.3752,0.0051,0.3583,MERT,0,6,8-Class (All Emotions)
CNN,0,0.4359,0.0079,0.3758,MERT,10,6,8-Class (All Emotions)
Layer 1,1,0.413,0.0078,0.377,MERT,10,6,8-Class (All Emotions)
Layer 2,2,0.4036,0.0041,0.3783,MERT,10,6,8-Class (All Emotions)
Layer 3,3,0.4039,0.0046,0.3821,MERT,10,6,8-Class (All Emotions)
Layer 4,4,0.4069,0.0064,0.387,MERT,10,6,8-Class (All Emotions)
Layer 5,5,0.403,0.0063,0.3861,MERT,10,6,8-Class (All Emotions)
Layer 6,6,0.3972,0.0052,0.3823,MERT,10,6,8-Class (All Emotions)
Layer 7,7,0.4053,0.007,0.3894,MERT,10,6,8-Class (All Emotions)
Layer 8,8,0.4028,0.0076,0.3875,MERT,10,6,8-Class (All Emotions)
Layer 9,9,0.407,0.0072,0.3916,MERT,10,6,8-Class (All Emotions)
Layer 10,10,0.4037,0.0014,0.3872,MERT,10,6,8-Class (All Emotions)
Layer 11,11,0.4089,0.0062,0.3926,MERT,10,6,8-Class (All Emotions)
Layer 12,12,0.401,0.0031,0.3847,MERT,10,6,8-Class (All Emotions)
Layer 13,13,0.4043,0.007,0.3872,MERT,10,6,8-Class (All Emotions)
Layer 14,14,0.4062,0.0033,0.3896,MERT,10,6,8-Class (All Emotions)
Layer 15,15,0.4015,0.0042,0.3858,MERT,10,6,8-Class (All Emotions)
Layer 16,16,0.4043,0.0044,0.3885,MERT,10,6,8-Class (All Emotions)
Layer 17,17,0.4022,0.0079,0.3877,MERT,10,6,8-Class (All Emotions)
Layer 18,18,0.4015,0.0082,0.3863,MERT,10,6,8-Class (All Emotions)
Layer 19,19,0.3989,0.0061,0.384,MERT,10,6,8-Class (All Emotions)
Layer 20,20,0.3981,0.0024,0.3839,MERT,10,6,8-Class (All Emotions)
Layer 21,21,0.3991,0.0065,0.3835,MERT,10,6,8-Class (All Emotions)
Layer 22,22,0.3958,0.0055,0.3818,MERT,10,6,8-Class (All Emotions)
Layer 23,23,0.397,0.0064,0.3821,MERT,10,6,8-Class (All Emotions)
Layer 24,24,0.3969,0.0053,0.3811,MERT,10,6,8-Class (All Emotions)
CNN,0,0.4411,0.0052,0.3846,MERT,20,6,8-Class (All Emotions)
Layer 1,1,0.421,0.0043,0.3869,MERT,20,6,8-Class (All Emotions)
Layer 2,2,0.4133,0.0092,0.3877,MERT,20,6,8-Class (All Emotions)
Layer 3,3,0.411,0.0044,0.3911,MERT,20,6,8-Class (All Emotions)
Layer 4,4,0.4113,0.0044,0.3933,MERT,20,6,8-Class (All Emotions)
Layer 5,5,0.4094,0.005,0.3928,MERT,20,6,8-Class (All Emotions)
Layer 6,6,0.4113,0.0042,0.3964,MERT,20,6,8-Class (All Emotions)
Layer 7,7,0.4116,0.0049,0.3967,MERT,20,6,8-Class (All Emotions)
Layer 8,8,0.4095,0.0084,0.3958,MERT,20,6,8-Class (All Emotions)
Layer 9,9,0.4089,0.004,0.3937,MERT,20,6,8-Class (All Emotions)
Layer 10,10,0.4098,0.0064,0.3949,MERT,20,6,8-Class (All Emotions)
Layer 11,11,0.4108,0.0054,0.3957,MERT,20,6,8-Class (All Emotions)
Layer 12,12,0.4079,0.0062,0.3936,MERT,20,6,8-Class (All Emotions)
Layer 13,13,0.41,0.0055,0.3951,MERT,20,6,8-Class (All Emotions)
Layer 14,14,0.4089,0.0056,0.394,MERT,20,6,8-Class (All Emotions)
Layer 15,15,0.4046,0.0041,0.3896,MERT,20,6,8-Class (All Emotions)
Layer 16,16,0.4061,0.0078,0.3923,MERT,20,6,8-Class (All Emotions)
Layer 17,17,0.4078,0.0075,0.3939,MERT,20,6,8-Class (All Emotions)
Layer 18,18,0.4033,0.0071,0.3889,MERT,20,6,8-Class (All Emotions)
Layer 19,19,0.4045,0.008,0.3897,MERT,20,6,8-Class (All Emotions)
Layer 20,20,0.3936,0.0141,0.3791,MERT,20,6,8-Class (All Emotions)
Layer 21,21,0.3977,0.005,0.3833,MERT,20,6,8-Class (All Emotions)
Layer 22,22,0.404,0.0058,0.3898,MERT,20,6,8-Class (All Emotions)
Layer 23,23,0.3988,0.0047,0.3847,MERT,20,6,8-Class (All Emotions)
Layer 24,24,0.4005,0.0032,0.3842,MERT,20,6,8-Class (All Emotions)
CNN,0,0.4259,0.0082,0.3642,MERT,5,6,8-Class (All Emotions)
Layer 1,1,0.4056,0.0078,0.3668,MERT,5,6,8-Class (All Emotions)
Layer 2,2,0.3999,0.0072,0.3725,MERT,5,6,8-Class (All Emotions)
Layer 3,3,0.3996,0.0071,0.3775,MERT,5,6,8-Class (All Emotions)
Layer 4,4,0.4026,0.0072,0.3816,MERT,5,6,8-Class (All Emotions)
Layer 5,5,0.3943,0.0052,0.3774,MERT,5,6,8-Class (All Emotions)
Layer 6,6,0.392,0.0072,0.3765,MERT,5,6,8-Class (All Emotions)
Layer 7,7,0.3974,0.0047,0.3804,MERT,5,6,8-Class (All Emotions)
Layer 8,8,0.4008,0.0047,0.3843,MERT,5,6,8-Class (All Emotions)
Layer 9,9,0.4029,0.0092,0.386,MERT,5,6,8-Class (All Emotions)
Layer 10,10,0.4016,0.0039,0.3832,MERT,5,6,8-Class (All Emotions)
Layer 11,11,0.3992,0.0088,0.3822,MERT,5,6,8-Class (All Emotions)
Layer 12,12,0.3994,0.0045,0.3817,MERT,5,6,8-Class (All Emotions)
Layer 13,13,0.3932,0.0025,0.3763,MERT,5,6,8-Class (All Emotions)
Layer 14,14,0.3985,0.0039,0.3813,MERT,5,6,8-Class (All Emotions)
Layer 15,15,0.3939,0.0066,0.3776,MERT,5,6,8-Class (All Emotions)
Layer 16,16,0.3986,0.0051,0.3822,MERT,5,6,8-Class (All Emotions)
Layer 17,17,0.3933,0.0086,0.3778,MERT,5,6,8-Class (All Emotions)
Layer 18,18,0.3896,0.0045,0.3751,MERT,5,6,8-Class (All Emotions)
Layer 19,19,0.3874,0.0017,0.3721,MERT,5,6,8-Class (All Emotions)
Layer 20,20,0.3926,0.0039,0.3777,MERT,5,6,8-Class (All Emotions)
Layer 21,21,0.3914,0.0025,0.3746,MERT,5,6,8-Class (All Emotions)
Layer 22,22,0.3875,0.0068,0.3723,MERT,5,6,8-Class (All Emotions)
Layer 23,23,0.3887,0.0033,0.373,MERT,5,6,8-Class (All Emotions)
Layer 24,24,0.3928,0.0024,0.3758,MERT,5,6,8-Class (All Emotions)
CNN,0,0.4744,0.0036,0.4164,WavLM,clean,6,8-Class (All Emotions)
Layer 1,1,0.4585,0.0049,0.4276,WavLM,clean,6,8-Class (All Emotions)
Layer 2,2,0.4444,0.0045,0.4221,WavLM,clean,6,8-Class (All Emotions)
Layer 3,3,0.4407,0.0087,0.4231,WavLM,clean,6,8-Class (All Emotions)
Layer 4,4,0.4409,0.0047,0.4258,WavLM,clean,6,8-Class (All Emotions)
Layer 5,5,0.4374,0.0015,0.4218,WavLM,clean,6,8-Class (All Emotions)
Layer 6,6,0.4419,0.0066,0.4276,WavLM,clean,6,8-Class (All Emotions)
Layer 7,7,0.4416,0.0048,0.4274,WavLM,clean,6,8-Class (All Emotions)
Layer 8,8,0.441,0.0054,0.4282,WavLM,clean,6,8-Class (All Emotions)
Layer 9,9,0.4412,0.0077,0.4287,WavLM,clean,6,8-Class (All Emotions)
Layer 10,10,0.4464,0.0071,0.4338,WavLM,clean,6,8-Class (All Emotions)
Layer 11,11,0.4484,0.0092,0.4352,WavLM,clean,6,8-Class (All Emotions)
Layer 12,12,0.45,0.0112,0.4364,WavLM,clean,6,8-Class (All Emotions)
Layer 13,13,0.447,0.0069,0.4337,WavLM,clean,6,8-Class (All Emotions)
Layer 14,14,0.446,0.0075,0.433,WavLM,clean,6,8-Class (All Emotions)
Layer 15,15,0.4489,0.0037,0.4368,WavLM,clean,6,8-Class (All Emotions)
Layer 16,16,0.4518,0.0027,0.4418,WavLM,clean,6,8-Class (All Emotions)
Layer 17,17,0.4566,0.0047,0.4486,WavLM,clean,6,8-Class (All Emotions)
Layer 18,18,0.4573,0.0076,0.449,WavLM,clean,6,8-Class (All Emotions)
Layer 19,19,0.4564,0.0062,0.4494,WavLM,clean,6,8-Class (All Emotions)
Layer 20,20,0.4542,0.0047,0.4466,WavLM,clean,6,8-Class (All Emotions)
Layer 21,21,0.4537,0.0082,0.4451,WavLM,clean,6,8-Class (All Emotions)
Layer 22,22,0.4596,0.0079,0.4475,WavLM,clean,6,8-Class (All Emotions)
Layer 23,23,0.4573,0.0084,0.4458,WavLM,clean,6,8-Class (All Emotions)
Layer 24,24,0.4587,0.0059,0.4444,WavLM,clean,6,8-Class (All Emotions)
CNN,0,0.4354,0.0012,0.3678,WavLM,0,6,8-Class (All Emotions)
Layer 1,1,0.4109,0.0045,0.3747,WavLM,0,6,8-Class (All Emotions)
Layer 2,2,0.3933,0.006,0.3709,WavLM,0,6,8-Class (All Emotions)
Layer 3,3,0.3982,0.0037,0.3799,WavLM,0,6,8-Class (All Emotions)
Layer 4,4,0.3994,0.0062,0.3805,WavLM,0,6,8-Class (All Emotions)
Layer 5,5,0.3995,0.0054,0.3829,WavLM,0,6,8-Class (All Emotions)
Layer 6,6,0.4007,0.0045,0.3851,WavLM,0,6,8-Class (All Emotions)
Layer 7,7,0.4126,0.0034,0.3973,WavLM,0,6,8-Class (All Emotions)
Layer 8,8,0.4077,0.004,0.3917,WavLM,0,6,8-Class (All Emotions)
Layer 9,9,0.4032,0.003,0.3895,WavLM,0,6,8-Class (All Emotions)
Layer 10,10,0.406,0.008,0.3923,WavLM,0,6,8-Class (All Emotions)
Layer 11,11,0.4149,0.0082,0.4008,WavLM,0,6,8-Class (All Emotions)
Layer 12,12,0.4118,0.0059,0.3967,WavLM,0,6,8-Class (All Emotions)
Layer 13,13,0.4066,0.0044,0.3917,WavLM,0,6,8-Class (All Emotions)
Layer 14,14,0.4119,0.0049,0.3976,WavLM,0,6,8-Class (All Emotions)
Layer 15,15,0.4087,0.0048,0.3944,WavLM,0,6,8-Class (All Emotions)
Layer 16,16,0.4081,0.0053,0.3937,WavLM,0,6,8-Class (All Emotions)
Layer 17,17,0.4173,0.0073,0.4034,WavLM,0,6,8-Class (All Emotions)
Layer 18,18,0.4206,0.0039,0.4059,WavLM,0,6,8-Class (All Emotions)
Layer 19,19,0.4133,0.0049,0.3992,WavLM,0,6,8-Class (All Emotions)
Layer 20,20,0.4149,0.0031,0.4005,WavLM,0,6,8-Class (All Emotions)
Layer 21,21,0.4157,0.009,0.4015,WavLM,0,6,8-Class (All Emotions)
Layer 22,22,0.4234,0.0098,0.4042,WavLM,0,6,8-Class (All Emotions)
Layer 23,23,0.4154,0.0162,0.3971,WavLM,0,6,8-Class (All Emotions)
Layer 24,24,0.4151,0.0113,0.3957,WavLM,0,6,8-Class (All Emotions)
CNN,0,0.4465,0.0043,0.3823,WavLM,10,6,8-Class (All Emotions)
Layer 1,1,0.4236,0.0049,0.3918,WavLM,10,6,8-Class (All Emotions)
Layer 2,2,0.4081,0.0032,0.3892,WavLM,10,6,8-Class (All Emotions)
Layer 3,3,0.413,0.0044,0.3967,WavLM,10,6,8-Class (All Emotions)
Layer 4,4,0.4071,0.0056,0.3924,WavLM,10,6,8-Class (All Emotions)
Layer 5,5,0.4151,0.0029,0.4009,WavLM,10,6,8-Class (All Emotions)
Layer 6,6,0.4141,0.0123,0.402,WavLM,10,6,8-Class (All Emotions)
Layer 7,7,0.4182,0.0077,0.4064,WavLM,10,6,8-Class (All Emotions)
Layer 8,8,0.4179,0.0099,0.4048,WavLM,10,6,8-Class (All Emotions)
Layer 9,9,0.4189,0.0059,0.4066,WavLM,10,6,8-Class (All Emotions)
Layer 10,10,0.4237,0.0051,0.4102,WavLM,10,6,8-Class (All Emotions)
Layer 11,11,0.4229,0.0054,0.41,WavLM,10,6,8-Class (All Emotions)
Layer 12,12,0.4223,0.0009,0.41,WavLM,10,6,8-Class (All Emotions)
Layer 13,13,0.4246,0.008,0.4116,WavLM,10,6,8-Class (All Emotions)
Layer 14,14,0.4267,0.0108,0.4141,WavLM,10,6,8-Class (All Emotions)
Layer 15,15,0.4286,0.009,0.4173,WavLM,10,6,8-Class (All Emotions)
Layer 16,16,0.4291,0.0067,0.4181,WavLM,10,6,8-Class (All Emotions)
Layer 17,17,0.4354,0.0102,0.4245,WavLM,10,6,8-Class (All Emotions)
Layer 18,18,0.4324,0.0039,0.4238,WavLM,10,6,8-Class (All Emotions)
Layer 19,19,0.4367,0.0125,0.4273,WavLM,10,6,8-Class (All Emotions)
Layer 20,20,0.4325,0.0111,0.4227,WavLM,10,6,8-Class (All Emotions)
Layer 21,21,0.438,0.0077,0.4267,WavLM,10,6,8-Class (All Emotions)
Layer 22,22,0.4393,0.0056,0.4254,WavLM,10,6,8-Class (All Emotions)
Layer 23,23,0.4355,0.011,0.4219,WavLM,10,6,8-Class (All Emotions)
Layer 24,24,0.433,0.0068,0.4179,WavLM,10,6,8-Class (All Emotions)
CNN,0,0.4573,0.0036,0.3972,WavLM,20,6,8-Class (All Emotions)
Layer 1,1,0.4343,0.0049,0.4046,WavLM,20,6,8-Class (All Emotions)
Layer 2,2,0.4206,0.0061,0.4021,WavLM,20,6,8-Class (All Emotions)
Layer 3,3,0.4206,0.0066,0.4072,WavLM,20,6,8-Class (All Emotions)
Layer 4,4,0.4164,0.0069,0.4037,WavLM,20,6,8-Class (All Emotions)
Layer 5,5,0.4218,0.0062,0.41,WavLM,20,6,8-Class (All Emotions)
Layer 6,6,0.4247,0.0073,0.4138,WavLM,20,6,8-Class (All Emotions)
Layer 7,7,0.4253,0.0087,0.4134,WavLM,20,6,8-Class (All Emotions)
Layer 8,8,0.4299,0.0067,0.4172,WavLM,20,6,8-Class (All Emotions)
Layer 9,9,0.4313,0.0066,0.4198,WavLM,20,6,8-Class (All Emotions)
Layer 10,10,0.4323,0.0093,0.4216,WavLM,20,6,8-Class (All Emotions)
Layer 11,11,0.4331,0.0065,0.4223,WavLM,20,6,8-Class (All Emotions)
Layer 12,12,0.4314,0.0071,0.4197,WavLM,20,6,8-Class (All Emotions)
Layer 13,13,0.4291,0.0083,0.4175,WavLM,20,6,8-Class (All Emotions)
Layer 14,14,0.427,0.0101,0.4153,WavLM,20,6,8-Class (All Emotions)
Layer 15,15,0.4359,0.009,0.4245,WavLM,20,6,8-Class (All Emotions)
Layer 16,16,0.4366,0.0059,0.4265,WavLM,20,6,8-Class (All Emotions)
Layer 17,17,0.4466,0.0074,0.4384,WavLM,20,6,8-Class (All Emotions)
Layer 18,18,0.4479,0.0084,0.4399,WavLM,20,6,8-Class (All Emotions)
Layer 19,19,0.4471,0.0062,0.4398,WavLM,20,6,8-Class (All Emotions)
Layer 20,20,0.4427,0.0101,0.434,WavLM,20,6,8-Class (All Emotions)
Layer 21,21,0.4456,0.0109,0.4368,WavLM,20,6,8-Class (All Emotions)
Layer 22,22,0.4513,0.0062,0.4378,WavLM,20,6,8-Class (All Emotions)
Layer 23,23,0.4467,0.0081,0.4348,WavLM,20,6,8-Class (All Emotions)
Layer 24,24,0.4453,0.0045,0.4319,WavLM,20,6,8-Class (All Emotions)
CNN,0,0.4423,0.0035,0.3761,WavLM,5,6,8-Class (All Emotions)
Layer 1,1,0.4159,0.0057,0.3823,WavLM,5,6,8-Class (All Emotions)
Layer 2,2,0.3995,0.0036,0.3794,WavLM,5,6,8-Class (All Emotions)
Layer 3,3,0.4068,0.0064,0.3895,WavLM,5,6,8-Class (All Emotions)
Layer 4,4,0.4026,0.005,0.3862,WavLM,5,6,8-Class (All Emotions)
Layer 5,5,0.4082,0.0051,0.3928,WavLM,5,6,8-Class (All Emotions)
Layer 6,6,0.4084,0.0067,0.3953,WavLM,5,6,8-Class (All Emotions)
Layer 7,7,0.4165,0.0041,0.4036,WavLM,5,6,8-Class (All Emotions)
Layer 8,8,0.411,0.0036,0.3965,WavLM,5,6,8-Class (All Emotions)
Layer 9,9,0.417,0.0039,0.4035,WavLM,5,6,8-Class (All Emotions)
Layer 10,10,0.4142,0.0027,0.4011,WavLM,5,6,8-Class (All Emotions)
Layer 11,11,0.4221,0.0051,0.4097,WavLM,5,6,8-Class (All Emotions)
Layer 12,12,0.4189,0.0061,0.4061,WavLM,5,6,8-Class (All Emotions)
Layer 13,13,0.4178,0.0067,0.4049,WavLM,5,6,8-Class (All Emotions)
Layer 14,14,0.416,0.008,0.4047,WavLM,5,6,8-Class (All Emotions)
Layer 15,15,0.4172,0.0038,0.4052,WavLM,5,6,8-Class (All Emotions)
Layer 16,16,0.4201,0.0063,0.4083,WavLM,5,6,8-Class (All Emotions)
Layer 17,17,0.4293,0.0048,0.4171,WavLM,5,6,8-Class (All Emotions)
Layer 18,18,0.4332,0.0027,0.4208,WavLM,5,6,8-Class (All Emotions)
Layer 19,19,0.4264,0.0086,0.4153,WavLM,5,6,8-Class (All Emotions)
Layer 20,20,0.4265,0.0043,0.4155,WavLM,5,6,8-Class (All Emotions)
Layer 21,21,0.4307,0.0073,0.4186,WavLM,5,6,8-Class (All Emotions)
Layer 22,22,0.4369,0.0045,0.4208,WavLM,5,6,8-Class (All Emotions)
Layer 23,23,0.4254,0.0068,0.4098,WavLM,5,6,8-Class (All Emotions)
Layer 24,24,0.4257,0.0095,0.4087,WavLM,5,6,8-Class (All Emotions)
CNN,0,0.4814,0.0027,0.4211,Whisper,clean,6,8-Class (All Emotions)
Layer 1,1,0.4692,0.0024,0.424,Whisper,clean,6,8-Class (All Emotions)
Layer 2,2,0.4589,0.0082,0.4249,Whisper,clean,6,8-Class (All Emotions)
Layer 3,3,0.4556,0.0031,0.4287,Whisper,clean,6,8-Class (All Emotions)
Layer 4,4,0.4495,0.0042,0.4286,Whisper,clean,6,8-Class (All Emotions)
Layer 5,5,0.4493,0.0083,0.4311,Whisper,clean,6,8-Class (All Emotions)
Layer 6,6,0.4448,0.0082,0.4301,Whisper,clean,6,8-Class (All Emotions)
Layer 7,7,0.4427,0.0034,0.429,Whisper,clean,6,8-Class (All Emotions)
Layer 8,8,0.448,0.0027,0.4321,Whisper,clean,6,8-Class (All Emotions)
Layer 9,9,0.448,0.0065,0.4335,Whisper,clean,6,8-Class (All Emotions)
Layer 10,10,0.4392,0.0069,0.4253,Whisper,clean,6,8-Class (All Emotions)
Layer 11,11,0.4444,0.0084,0.4312,Whisper,clean,6,8-Class (All Emotions)
Layer 12,12,0.4462,0.0093,0.4338,Whisper,clean,6,8-Class (All Emotions)
Layer 13,13,0.4472,0.0088,0.436,Whisper,clean,6,8-Class (All Emotions)
Layer 14,14,0.4434,0.0059,0.4329,Whisper,clean,6,8-Class (All Emotions)
Layer 15,15,0.4494,0.0045,0.4393,Whisper,clean,6,8-Class (All Emotions)
Layer 16,16,0.4494,0.0032,0.44,Whisper,clean,6,8-Class (All Emotions)
Layer 17,17,0.4453,0.0067,0.4381,Whisper,clean,6,8-Class (All Emotions)
Layer 18,18,0.4456,0.0071,0.4381,Whisper,clean,6,8-Class (All Emotions)
Layer 19,19,0.4473,0.0035,0.4402,Whisper,clean,6,8-Class (All Emotions)
Layer 20,20,0.4558,0.0107,0.4487,Whisper,clean,6,8-Class (All Emotions)
Layer 21,21,0.4493,0.0067,0.4429,Whisper,clean,6,8-Class (All Emotions)
Layer 22,22,0.4576,0.0121,0.4516,Whisper,clean,6,8-Class (All Emotions)
Layer 23,23,0.4552,0.0056,0.4493,Whisper,clean,6,8-Class (All Emotions)
Layer 24,24,0.4558,0.0096,0.452,Whisper,clean,6,8-Class (All Emotions)
CNN,0,0.4281,0.0047,0.3618,Whisper,0,6,8-Class (All Emotions)
Layer 1,1,0.4221,0.0074,0.3773,Whisper,0,6,8-Class (All Emotions)
Layer 2,2,0.4136,0.0079,0.3827,Whisper,0,6,8-Class (All Emotions)
Layer 3,3,0.4114,0.0069,0.3866,Whisper,0,6,8-Class (All Emotions)
Layer 4,4,0.4112,0.0023,0.3903,Whisper,0,6,8-Class (All Emotions)
Layer 5,5,0.4137,0.0124,0.3955,Whisper,0,6,8-Class (All Emotions)
Layer 6,6,0.4152,0.0094,0.4,Whisper,0,6,8-Class (All Emotions)
Layer 7,7,0.4152,0.006,0.4003,Whisper,0,6,8-Class (All Emotions)
Layer 8,8,0.4202,0.0062,0.405,Whisper,0,6,8-Class (All Emotions)
Layer 9,9,0.4274,0.0056,0.4112,Whisper,0,6,8-Class (All Emotions)
Layer 10,10,0.4241,0.0029,0.4105,Whisper,0,6,8-Class (All Emotions)
Layer 11,11,0.4271,0.0047,0.4143,Whisper,0,6,8-Class (All Emotions)
Layer 12,12,0.4201,0.0073,0.4088,Whisper,0,6,8-Class (All Emotions)
Layer 13,13,0.4282,0.01,0.4163,Whisper,0,6,8-Class (All Emotions)
Layer 14,14,0.4231,0.006,0.412,Whisper,0,6,8-Class (All Emotions)
Layer 15,15,0.4266,0.0032,0.4161,Whisper,0,6,8-Class (All Emotions)
Layer 16,16,0.4295,0.0045,0.4189,Whisper,0,6,8-Class (All Emotions)
Layer 17,17,0.4289,0.0055,0.4197,Whisper,0,6,8-Class (All Emotions)
Layer 18,18,0.4301,0.0073,0.4203,Whisper,0,6,8-Class (All Emotions)
Layer 19,19,0.4306,0.001,0.422,Whisper,0,6,8-Class (All Emotions)
Layer 20,20,0.4339,0.0104,0.4256,Whisper,0,6,8-Class (All Emotions)
Layer 21,21,0.4333,0.0096,0.4255,Whisper,0,6,8-Class (All Emotions)
Layer 22,22,0.4423,0.005,0.4346,Whisper,0,6,8-Class (All Emotions)
Layer 23,23,0.4471,0.0055,0.4395,Whisper,0,6,8-Class (All Emotions)
Layer 24,24,0.4465,0.0105,0.4408,Whisper,0,6,8-Class (All Emotions)
CNN,0,0.4421,0.0045,0.3797,Whisper,10,6,8-Class (All Emotions)
Layer 1,1,0.4366,0.007,0.3942,Whisper,10,6,8-Class (All Emotions)
Layer 2,2,0.4275,0.004,0.3978,Whisper,10,6,8-Class (All Emotions)
Layer 3,3,0.4262,0.0044,0.4004,Whisper,10,6,8-Class (All Emotions)
Layer 4,4,0.421,0.0065,0.4008,Whisper,10,6,8-Class (All Emotions)
Layer 5,5,0.4227,0.0069,0.4057,Whisper,10,6,8-Class (All Emotions)
Layer 6,6,0.427,0.0017,0.4117,Whisper,10,6,8-Class (All Emotions)
Layer 7,7,0.4244,0.0037,0.4105,Whisper,10,6,8-Class (All Emotions)
Layer 8,8,0.4307,0.0056,0.4168,Whisper,10,6,8-Class (All Emotions)
Layer 9,9,0.436,0.0086,0.4219,Whisper,10,6,8-Class (All Emotions)
Layer 10,10,0.4292,0.0053,0.4165,Whisper,10,6,8-Class (All Emotions)
Layer 11,11,0.4309,0.0077,0.4192,Whisper,10,6,8-Class (All Emotions)
Layer 12,12,0.4296,0.0066,0.4191,Whisper,10,6,8-Class (All Emotions)
Layer 13,13,0.4361,0.0099,0.4247,Whisper,10,6,8-Class (All Emotions)
Layer 14,14,0.4375,0.0111,0.4269,Whisper,10,6,8-Class (All Emotions)
Layer 15,15,0.4351,0.0051,0.4256,Whisper,10,6,8-Class (All Emotions)
Layer 16,16,0.4393,0.0113,0.4291,Whisper,10,6,8-Class (All Emotions)
Layer 17,17,0.4365,0.0058,0.4285,Whisper,10,6,8-Class (All Emotions)
Layer 18,18,0.435,0.0096,0.4266,Whisper,10,6,8-Class (All Emotions)
Layer 19,19,0.4388,0.0076,0.4307,Whisper,10,6,8-Class (All Emotions)
Layer 20,20,0.4409,0.007,0.4324,Whisper,10,6,8-Class (All Emotions)
Layer 21,21,0.4363,0.0067,0.4303,Whisper,10,6,8-Class (All Emotions)
Layer 22,22,0.4487,0.0065,0.4417,Whisper,10,6,8-Class (All Emotions)
Layer 23,23,0.4529,0.0068,0.4465,Whisper,10,6,8-Class (All Emotions)
Layer 24,24,0.45,0.0075,0.445,Whisper,10,6,8-Class (All Emotions)
CNN,0,0.4553,0.0051,0.395,Whisper,20,6,8-Class (All Emotions)
Layer 1,1,0.4445,0.0074,0.4028,Whisper,20,6,8-Class (All Emotions)
Layer 2,2,0.4372,0.0051,0.4055,Whisper,20,6,8-Class (All Emotions)
Layer 3,3,0.4325,0.0045,0.4066,Whisper,20,6,8-Class (All Emotions)
Layer 4,4,0.4367,0.0113,0.4163,Whisper,20,6,8-Class (All Emotions)
Layer 5,5,0.4312,0.0056,0.4144,Whisper,20,6,8-Class (All Emotions)
Layer 6,6,0.4344,0.0055,0.4183,Whisper,20,6,8-Class (All Emotions)
Layer 7,7,0.432,0.0066,0.4181,Whisper,20,6,8-Class (All Emotions)
Layer 8,8,0.4358,0.0072,0.4216,Whisper,20,6,8-Class (All Emotions)
Layer 9,9,0.4398,0.0096,0.4258,Whisper,20,6,8-Class (All Emotions)
Layer 10,10,0.4378,0.0061,0.4245,Whisper,20,6,8-Class (All Emotions)
Layer 11,11,0.439,0.005,0.4265,Whisper,20,6,8-Class (All Emotions)
Layer 12,12,0.4393,0.0045,0.4277,Whisper,20,6,8-Class (All Emotions)
Layer 13,13,0.439,0.0115,0.4283,Whisper,20,6,8-Class (All Emotions)
Layer 14,14,0.4404,0.0096,0.43,Whisper,20,6,8-Class (All Emotions)
Layer 15,15,0.4401,0.0082,0.4287,Whisper,20,6,8-Class (All Emotions)
Layer 16,16,0.4386,0.0074,0.4297,Whisper,20,6,8-Class (All Emotions)
